FIPS,STATE,NAME,MR1,MR2,MR4,MR5,MR3,BLACK_2010,DENSITY_2011,TOTPOP_2000
1105,alabama,perry,-0.798364629,1.409599394,-0.205346574,-0.127777145,0.908273274,68.7,14.4,11521
1107,alabama,pickens,-0.903740876,0.645102155,-0.14358866,0.059119463,0.795291394,41.6,22,20708
1109,alabama,pike,-0.810674535,2.371690758,0.033429692,-0.005876798,0.599299615,36.6,49,29279
1111,alabama,randolph,0.207908333,3.558996447,-0.079586763,0.013018348,-0.346340164,20.1,39.3,22429
1113,alabama,russell,-1.017168875,1.99748503,0.045748752,0.099796347,0.05331882,41.8,85.1,49188
1115,alabama,st clair,0.436455063,1.520339444,-0.196522256,-0.491363278,0.009375208,8.6,133.6,67090
1117,alabama,shelby,0.065766833,1.716568631,-0.2037517,-0.343534879,0.176209396,10.6,252.2,153918
1119,alabama,sumter,-0.904905259,0.899553813,-0.349538283,0.248573265,0.994580446,75,14.9,14143
1121,alabama,talladega,0.156396134,2.288736604,-0.196805406,-0.440455511,-0.075491915,31.7,110.8,80247
1123,alabama,tallapoosa,-0.021205473,3.509053209,-0.014561951,0.140233804,0.13362674,26.6,58.1,40947
1125,alabama,tuscaloosa,-0.283164953,0.928601125,-0.126956822,-0.161984506,0.731320054,29.6,149.2,166610
1127,alabama,walker,0.115061558,0.88371211,-0.033437598,-0.106987794,0.150354649,5.9,84.3,70097
1129,alabama,washington,-0.821873562,0.635332297,-0.261580483,0.333102082,0.82968681,24.9,16.1,17795
1131,alabama,wilcox,-1.087922817,1.418737484,-0.274636153,0.058290895,0.803722211,72.5,12.9,12928
1133,alabama,winston,-0.052256485,0.596276211,-0.050801167,0.011323915,0.35902677,0.5,39.7,24468
4001,arizona,apache,0.376398973,-0.407091822,-0.257197861,-0.603955951,0.202106755,0.2,6.5,67267
4003,arizona,cochise,0.441443392,-0.524029281,-0.27836128,-0.744026047,-0.204950379,4.2,21.6,119750
4005,arizona,coconino,0.737421809,-0.675076623,-0.048979253,-0.360646923,-0.030082798,1.2,7.2,120390
4007,arizona,gila,0.783335974,-0.443311302,-0.087476916,-0.620080575,-0.139801551,0.4,11.2,51225
4009,arizona,graham,0.946697586,-0.562933712,-0.27419364,-0.814392471,0.021471083,1.8,8,33120
4011,arizona,greenlee,0.877409111,-0.477518156,-0.382618689,-0.76546916,0.187597009,1.1,4.7,7706
4012,arizona,la paz,2.244122295,-0.604040441,0.24598861,-0.198771585,0.309960515,0.6,4.5,19346
4013,arizona,maricopa,1.853779935,-0.464015961,0.040680125,-0.231938332,0.255242587,5,421.8,3299127
4015,arizona,mohave,1.175665266,-0.673586269,-0.189436624,-0.151487716,0.264918074,0.9,15.2,165177
4017,arizona,navajo,0.720586793,-0.455454443,-0.281297191,-0.661162702,0.199918701,0.9,10.8,101358
4019,arizona,pima,1.541006291,-0.430111462,-0.080467433,-0.626175817,0.079275077,3.5,107.7,886063
4021,arizona,pinal,1.063609491,-0.589394753,-0.140950976,-0.511198225,-0.169008439,4.6,71.4,197830
4023,arizona,santa cruz,0.977282626,-0.567676661,-0.275581886,-0.437664035,-0.189735762,0.4,38.5,39288
4025,arizona,yavapai,1.666006108,-0.646500819,-0.154632284,-0.077063829,0.089655618,0.6,26.1,178390
4027,arizona,yuma,2.687278861,-0.609733578,0.201992972,0.023456837,0.284732159,2,36.4,166071
5001,arkansas,arkansas,-0.769108648,0.928050776,-0.133743746,0.079534124,0.77566567,24.5,19.1,20263
5003,arkansas,ashley,-1.175779011,0.646658541,0.12122448,-0.054469766,1.515128599,25.8,23.4,23758
5005,arkansas,baxter,-0.645569734,-0.756819378,-0.167650911,-0.191708724,-0.355355029,0.2,74.9,38642
5007,arkansas,benton,0.005995504,-0.445586941,-0.238110573,-0.657475565,-0.250833281,1.3,268.5,167038
5009,arkansas,boone,-0.123716584,-0.667842542,-0.229234031,-0.166075868,-0.362408794,0.2,62.8,34432
5011,arkansas,bradley,-1.207594747,0.777849648,0.163461864,0.330052607,1.530700152,27.6,17.7,12438
5013,arkansas,calhoun,-1.131514121,0.639109094,-0.067399219,-0.055751332,1.11651371,22.2,8.2,5605
5015,arkansas,carroll,0.119242539,-0.611889804,-0.197577971,-0.25880609,-0.314116028,0.4,43.7,25984
5017,arkansas,chicot,-1.093131327,0.760054408,-0.005622926,-0.009236344,1.077121113,54.1,18.2,13390
5019,arkansas,clark,-0.866337379,0.238773215,-0.270642841,0.02683286,0.467394973,23.5,26.4,23548
5021,arkansas,clay,-0.856706809,-0.541768606,-0.415347258,0.131879193,-0.342843482,0.3,24.8,16972
5023,arkansas,cleburne,-0.582746253,-0.174330025,-0.295253329,0.309851934,-0.258006614,0.3,46.8,24324
5025,arkansas,cleveland,-0.734379652,0.976294939,-0.186295159,-0.023086229,0.597933949,12.2,14.5,8596
5027,arkansas,columbia,-0.966132242,0.528848406,-0.192248357,-0.023831715,1.617971082,36.9,31.9,25171
5029,arkansas,conway,-0.462446129,0.117193863,-0.365827347,0.239016316,-0.160836053,11.2,38.5,20297
5031,arkansas,craighead,-0.769676771,-0.055807039,-0.377637124,0.251754198,0.323993191,13.1,139,83978
5033,arkansas,crawford,0.325452679,-0.373347785,-0.576385125,-0.385324891,-0.182374313,1.2,104.4,54698
5035,arkansas,crittenden,-0.855146577,0.231190858,-0.404332909,0.214499764,0.756465194,51.2,82.9,51166
5037,arkansas,cross,-0.595030744,0.234850726,-0.397087361,0.081911917,0.555478666,22.2,28.8,19254
5039,arkansas,dallas,-0.740480402,0.547001083,-0.202962533,0.050960043,0.434315961,41.9,12.1,8780
5041,arkansas,desha,-0.92920018,0.995700511,-0.113080197,0.101330402,0.970139698,47.8,16.6,14647
5043,arkansas,drew,-1.11443009,0.507119419,-0.026021431,-0.102136056,1.041838507,27.8,22.3,18486
5045,arkansas,faulkner,-0.474846569,0.237344413,-0.331364782,0.26148965,-0.104764721,10.2,179.6,90392
5047,arkansas,franklin,0.019049703,-0.317190855,-0.538955576,-0.218098403,-0.075674856,0.7,29.6,17829
5049,arkansas,fulton,-0.96238083,-0.828137811,-0.151201727,-0.465455696,-0.317873446,0.3,19.9,11586
5051,arkansas,garland,-0.466077817,0.447360657,-0.377799353,0.477362436,0.21058151,7.9,143.3,90151
5053,arkansas,grant,-0.572796802,0.468202942,-0.282097101,0.206998248,0.247257363,2.2,28.5,16655
5055,arkansas,greene,-0.837124195,-0.279362391,-0.347205339,0.068190362,0.048159886,0.6,73.9,38030
5057,arkansas,hempstead,-0.552383008,0.466922527,-0.333815331,-0.215186844,0.909185097,29.4,31,23249
5059,arkansas,hot spring,-0.604685812,0.255839337,-0.342721696,0.234958575,0.256746854,10.8,53.4,30391
5061,arkansas,howard,-0.419759011,0.391185149,-0.470566677,0.056734491,0.492087032,20.6,23.6,14221
5063,arkansas,independence,-0.685528068,-0.426459118,-0.334915889,-0.149754152,-0.215150575,2,48.3,34138
5065,arkansas,izard,-0.810021113,-0.763243018,-0.242871022,-0.331641085,-0.337638554,1.3,23.1,13109
5067,arkansas,jackson,-0.793519939,-0.140801753,-0.329360279,-0.112297164,-0.076184946,16.7,28.2,17685
5069,arkansas,jefferson,-0.524428588,0.493291797,-0.396232206,0.13705692,0.146523313,55.1,87.6,82974
5071,arkansas,johnson,-0.259269116,-0.309279041,-0.460780882,-0.01260367,-0.131782093,1.4,39,23226
5073,arkansas,lafayette,-0.899446586,0.53044009,-0.256950353,0.24527727,1.49438179,37.2,14.2,8192
5075,arkansas,lawrence,-0.719371236,-0.735803243,-0.31784951,-0.229709511,-0.090557391,0.8,29.2,17573
5077,arkansas,lee,-0.580087647,0.637251478,-0.359337624,0.027610907,0.644586411,55.3,17.1,12120
5079,arkansas,lincoln,-0.73108651,1.059517079,-0.164803136,0.253519484,0.721680769,29.9,24.9,14424
5081,arkansas,little river,-0.645703087,0.436034004,-0.549636399,0.214592288,0.936593987,19.1,24.4,13351
5083,arkansas,logan,-0.12181615,-0.244508904,-0.467475427,-0.161863731,-0.095857164,1.3,31.5,22422
5085,arkansas,lonoke,-0.584209871,0.095991361,-0.313857673,0.094571055,0.116897845,6,90,54974
5087,arkansas,madison,0.140249781,-0.525861618,-0.329213071,-0.243630269,-0.287243079,0.2,18.9,14207
5089,arkansas,marion,-0.561198365,-0.614320233,-0.17520472,-0.15118175,-0.322830181,0.2,27.8,16094
5091,arkansas,miller,-0.687342541,0.715751767,-0.478244636,0.370546422,1.403852508,24.5,69.9,40987
5093,arkansas,mississippi,-0.822872291,0.123847595,-0.417026123,0.224573472,0.525294885,34,51,49877
5095,arkansas,monroe,-0.489678886,0.446785077,-0.419816929,0.161150393,0.569218382,40.9,13.3,9667
5097,arkansas,montgomery,-0.360098522,0.159209671,-0.461558929,-0.039859654,0.241511616,0.2,12.1,9044
5099,arkansas,nevada,-0.705169113,0.187553328,-0.280937155,-0.147504859,0.892630572,30.7,14.6,9701
5101,arkansas,newton,-0.382987354,-0.435192048,-0.270304252,0.236144757,-0.140271835,0.1,10.1,8506
5103,arkansas,ouachita,-0.94624549,0.463886784,-0.144496506,0.102502334,1.147163756,40.1,35.3,27607
5105,arkansas,perry,-0.417257602,0.241042028,-0.350828615,0.417072567,-0.102233973,1.9,18.9,10338
5107,arkansas,phillips,-0.700066396,0.823460433,-0.301211698,0.221123173,0.827295088,63.1,30.8,24772
5109,arkansas,pike,-0.696585043,0.219839208,-0.32457467,-0.017274361,0.407443528,2.9,18.7,11168
5111,arkansas,poinsett,-0.847366299,0.027403092,-0.31441887,0.114804594,0.36867227,7.2,32.3,25237
5113,arkansas,polk,-0.232930171,0.157743722,-0.475622415,-0.186915331,0.295041738,0.3,24,20170
5115,arkansas,pope,-0.357085801,-0.101338206,-0.351193809,0.274682213,-0.231065286,2.9,76.7,55307
5117,arkansas,prairie,-0.704642008,0.122989851,-0.367269909,0.15369452,0.032515216,12.2,13.3,9380
5119,arkansas,pulaski,-0.462671469,0.228344637,-0.335922252,0.445778769,-0.006026577,35,508.4,364933
5121,arkansas,randolph,-0.74950242,-0.764925758,-0.334742176,-0.211430998,-0.145286913,0.7,27.6,18122
5123,arkansas,st francis,-0.515473484,0.242001415,-0.382984325,0.090521744,0.693372288,51.9,44.1,28544
5125,arkansas,saline,-0.42495669,0.235864791,-0.306819461,0.493822246,0.018448354,4.7,151.4,85753
5127,arkansas,scott,-0.097190966,0.083182186,-0.49279223,-0.092511374,0.060511825,0.5,12.6,10947
5129,arkansas,searcy,-0.585056076,-0.540319801,-0.289384817,0.096264563,-0.101307072,0.1,12.1,8109
5131,arkansas,sebastian,0.111879821,0.008161865,-0.444667589,-0.337669567,-0.100936332,6.4,239,116828
5133,arkansas,sevier,-0.373078629,0.287957581,-0.599994056,0.133094662,0.762726446,4.3,30.6,15721
5135,arkansas,sharp,-0.967810256,-0.795731557,-0.256022656,-0.581362136,-0.357975081,0.5,28.8,17351
5137,arkansas,stone,-0.647661187,-0.585814356,-0.175825945,0.112556146,-0.310765658,0.1,20.8,11529
5139,arkansas,union,-1.140951999,0.462545483,0.041849107,-0.076494526,2.138465881,33,39.9,45021
5141,arkansas,van buren,-0.535687945,-0.058619055,-0.352078432,0.264728591,-0.295683273,0.4,24.1,16111
5143,arkansas,washington,0.315651523,-0.385079015,-0.477372216,-0.382229673,-0.292421803,3,220.3,166983
5145,arkansas,white,-0.768226264,-0.043360608,-0.280111004,0.135865886,-0.127641121,4,75.5,68878
5147,arkansas,woodruff,-0.666120141,0.130261871,-0.295023953,0.121593439,0.080917428,27.5,12.3,8451
5149,arkansas,yell,-0.259280094,0.049140094,-0.435651489,0.299951831,-0.163692064,1.4,23.7,21230
6001,california,alameda,3.611366359,0.300347397,0.128353482,0.047817472,1.429136577,12.6,2070.1,1460576
6003,california,alpine,1.458549764,-0.093145797,-0.379208735,-0.245516474,1.003662756,0,1.5,1195
6005,california,amador,2.429401048,0.428423631,-0.3118281,-0.096519372,1.353294013,2.5,63.8,36506
6007,california,butte,2.025370183,0.158863482,-0.199562775,-0.599207362,1.059418002,1.6,134.6,209319
6009,california,calaveras,2.677904078,0.44365517,-0.339369745,-0.173383604,1.513340219,0.8,44.2,42583
6011,california,colusa,3.087676112,0.402535219,-0.031953076,-0.412070026,1.398375396,0.9,18.7,19264
6013,california,contra costa,3.786521172,0.241385923,0.176394375,-0.050666742,1.614964274,9.3,1489.1,980446
6015,california,del norte,1.479972041,-0.831587876,-0.070427254,-0.367238902,0.048696023,3.5,28.5,27485
6017,california,el dorado,1.842464582,0.358337832,-0.317897341,-0.344581624,1.158535843,0.8,105.9,164675
6019,california,fresno,2.306207938,-0.016212405,0.097074767,0.034994635,0.558221701,5.3,158.3,828245
6021,california,glenn,2.713899443,0.139563916,-0.001469266,-0.547775018,1.187851268,0.8,21.4,26705
6023,california,humboldt,1.698278444,-0.552883952,-0.052258508,-0.599451441,0.582686171,1.1,37.8,127779
6025,california,imperial,2.781124091,-0.66900103,0.441030206,0.173298531,0.271095752,3.3,42.4,144579
6027,california,inyo,2.10535141,-0.644089066,0.605211801,0.44381324,0.428048904,0.6,1.8,18079
6029,california,kern,3.436014056,-0.461425302,0.66383089,0.49991002,0.758348852,5.8,104.7,689204
6031,california,kings,3.092353666,-0.200746692,0.179594762,0.436655467,0.479107178,7.2,110.7,134681
6033,california,lake,3.535832681,0.350950858,0.121282926,-0.267277036,1.29676462,1.9,51.2,61674
6035,california,lassen,1.211062037,-0.401024906,-0.363755345,-0.790563191,0.134365749,8.1,7.5,33300
6037,california,los angeles,3.351872962,-0.446935584,0.62849176,0.760569126,0.678585968,8.7,2437,9717871
6039,california,madera,2.490648922,0.160413424,-0.271548473,-0.22692546,0.894728711,3.7,71.6,127841
6041,california,marin,3.570209618,0.305505441,-0.032019275,0.022405483,1.528783574,2.8,490.2,246332
6043,california,mariposa,2.641436407,0.195326086,-0.287401757,-0.23446341,1.115025918,0.8,12.6,17202
6045,california,mendocino,3.401365349,0.061589897,0.184631027,-0.312421892,1.183787346,0.7,25,86911
6047,california,merced,3.657512612,0.383589539,0.160857301,0.274045827,1.263040847,3.9,134.3,223666
6049,california,modoc,1.427018227,-0.67428389,-0.226106079,-0.696931896,0.003478857,0.8,2.4,9240
6051,california,mono,1.328105806,-0.059565472,-0.363366776,-0.307374427,0.780203032,0.3,4.7,13191
6053,california,monterey,3.974422174,0.186496753,0.360220028,0.334511324,1.135200987,3.1,128.6,409210
6055,california,napa,3.521514556,0.493544076,0.051888731,-0.204622854,1.562552405,2,184.5,128584
6057,california,nevada,1.755854139,0.345958421,-0.329307899,-0.43871268,1.069490102,0.4,103,94412
6059,california,orange,3.285015153,-0.370654911,0.65356748,0.614780506,0.711999954,1.7,3865.3,2917106
6061,california,placer,1.927109022,0.39407262,-0.354238986,-0.375359072,1.17267911,1.4,253.8,277833
6063,california,plumas,1.640101583,-0.163031108,-0.347274173,-0.859089851,0.715594583,1,7.7,20861
6065,california,riverside,3.126804688,-0.388822246,0.525930566,0.102671667,0.287134509,6.4,310.8,1682749
6067,california,sacramento,3.421994284,0.427314824,0.110793318,-0.237055604,1.494652492,10.4,1488.7,1299105
6069,california,san benito,3.802801891,0.218129483,0.302913898,0.398708744,1.233627697,0.9,40.4,55217
6071,california,san bernardino,3.073144396,-0.453779803,0.501039688,0.067256631,0.427409534,8.9,103,1800599
6073,california,san diego,2.949319852,-0.384452762,0.598150159,0.207759647,0.430136896,5.1,746.5,2901235
6075,california,san francisco,3.737902722,0.378922858,0.037081732,-0.043175939,1.43191567,6.1,17341.1,779281
6077,california,san joaquin,3.688721915,0.275260078,0.184891743,-0.01867204,1.490571218,7.6,500.4,608367
6079,california,san luis obispo,3.60973867,-0.212250582,0.377010377,0.40757284,0.560844048,2.1,82.5,252932
6081,california,san mateo,3.611366359,0.300347397,0.128353482,0.047817472,1.429136577,2.8,1621.8,699043
6083,california,santa barbara,3.780785473,-0.252161385,0.63784785,0.501509026,0.763538271,2,156.1,402079
6085,california,santa clara,3.955812133,0.414016485,0.240732685,0.133909865,1.445027357,2.6,1402.5,1673028
6087,california,santa cruz,3.819427488,0.343127322,0.195409277,0.240745713,1.496351963,1.1,593.7,253708
6089,california,shasta,1.999004378,-0.613339131,-0.137483597,-0.462264742,0.889036314,0.9,47.1,171141
6091,california,sierra,1.754228035,-0.137970883,-0.340809667,-0.823735554,0.592177589,0.2,3.3,3462
6093,california,siskiyou,1.665560103,-0.807755273,-0.034505678,-0.599766251,0.143619265,1.3,7.1,43908
6095,california,solano,3.609432432,0.466243079,0.025448904,-0.21660034,1.584750446,14.7,506.8,407855
6097,california,sonoma,3.700805294,0.269426702,0.022889131,-0.05606785,1.597089516,1.6,309.7,463593
6099,california,stanislaus,3.917933504,0.339559897,0.183891623,0.298960289,1.463629007,2.9,346.9,477197
6101,california,sutter,2.924147289,0.453984506,-0.006802305,-0.450127836,1.397447854,2,157.6,81767
6103,california,tehama,2.348114301,0.025437346,0.013102293,-0.506247691,1.001136651,0.6,21.6,57000
6105,california,trinity,1.668836945,-0.522533249,-0.050760013,-0.538775501,0.673227459,0.4,4.3,13158
6107,california,tulare,2.338465714,-0.348336126,0.211192463,0.358256914,0.700072524,1.6,93.1,378285
6109,california,tuolumne,2.384906783,0.431077884,-0.377370297,-0.131370856,1.205146423,2.1,24.7,55681
6111,california,ventura,3.431990556,-0.458554439,0.539186111,0.437738852,0.67621706,1.8,451.3,776560
6113,california,yolo,3.15315842,0.449838465,0.061289713,-0.167885527,1.376348327,2.6,199.1,180290
6115,california,yuba,2.137903322,0.377327914,-0.26073063,-0.633470699,1.365733808,3.3,114.9,62399
8001,colorado,adams,-0.094737824,-0.658646339,0.14839962,-0.347539237,-0.177107084,3.1,386.6,371781
8003,colorado,alamosa,-0.833848722,-0.665166341,-0.275639347,-0.439869549,-0.178412861,1.1,21.7,15168
8005,colorado,arapahoe,0.021826083,-0.697510421,0.178112988,-0.233948503,-0.148646665,10.2,732.9,509598
8007,colorado,archuleta,-0.784415832,-0.551854728,-0.355731442,-0.593328288,-0.19911257,0.3,8.9,10951
8009,colorado,baca,-1.153149678,-0.7515689,-0.391708354,-0.831099296,-0.282101339,0.6,1.5,4331
8011,colorado,bent,-1.088096936,-0.77600669,-0.24223245,-0.69005828,-0.407031136,7.6,4.1,5903
8013,colorado,boulder,0.062847136,-0.649404725,0.249365678,-0.236598484,-0.169434091,0.9,412.2,281941
8015,colorado,chaffee,-0.400550818,-0.821811574,-0.108526591,-0.515980248,-0.243930554,1.5,17.7,16668
8017,colorado,cheyenne,-1.162713532,-0.777579775,-0.272994987,-0.751385744,-0.37668503,0.4,1.1,2100
8019,colorado,clear creek,0.045829146,-0.66320985,0.234688568,-0.212757974,-0.156527518,0.6,22.8,9492
8021,colorado,conejos,-0.675083332,-0.64142385,-0.337746199,-0.504140661,-0.131882495,0.3,6.4,8299
8023,colorado,costilla,-0.812139518,-0.701062191,-0.267644544,-0.398628153,-0.139585439,0.7,3,3557
8025,colorado,crowley,-0.55111336,-0.690214657,-0.15270688,-0.438317333,-0.179685131,9.6,7.3,5792
8027,colorado,custer,-0.738827149,-0.815475021,-0.246888414,-0.481491545,-0.304696757,1,5.7,3667
8029,colorado,delta,-0.735806351,-0.780653306,-0.123475841,-0.543879232,-0.431311941,0.5,26.7,28764
8031,colorado,denver,0.029367824,-0.679995738,0.228157439,-0.231205729,-0.181848028,10.2,4052.7,561072
8033,colorado,dolores,-0.783041674,-0.634760872,-0.234175699,-0.534881153,-0.312429538,0.2,1.9,1842
8035,colorado,douglas,0.089129636,-0.680353156,0.271289746,-0.12621281,-0.163728759,1.2,347.7,210037
8037,colorado,eagle,-0.087374525,-0.90007631,0.165698269,-0.468855467,-0.228228701,0.7,30.8,44477
8039,colorado,elbert,-0.127748998,-0.644744665,-0.060363711,-0.364809517,-0.136521294,0.7,12.5,21779
8041,colorado,el paso,-0.265780428,-0.669794967,-0.02713972,-0.24000391,-0.259492459,6.2,299.5,544815
8043,colorado,fremont,-0.431812909,-0.818754161,-0.132049281,-0.506457166,-0.254452772,3.9,30.9,47197
8045,colorado,garfield,-0.817394065,-0.817717377,-0.118153577,-0.529330492,-0.439252526,0.7,19.1,46793
8047,colorado,gilpin,0.062007772,-0.671236826,0.226497209,-0.205108722,-0.161060688,0.5,36.5,4859
8049,colorado,grand,-0.082582702,-0.673080148,0.217698862,-0.343618083,-0.222071189,0.4,7.9,12959
8051,colorado,gunnison,-0.847280075,-0.798832553,-0.168773085,-0.51473503,-0.340352651,0.3,4.8,14314
8053,colorado,hinsdale,-0.818295934,-0.669012633,-0.319417396,-0.48172055,-0.276057628,0.4,0.7,797
8055,colorado,huerfano,-0.811464827,-0.818948198,-0.161702333,-0.452260698,-0.262503731,0.5,4.1,7921
8057,colorado,jackson,0.000758787,-0.705735004,0.178495569,-0.359754171,-0.212630855,0,0.8,1521
8059,colorado,jefferson,0.00204416,-0.675943103,0.241902806,-0.214179047,-0.17273613,1.1,706.5,529191
8061,colorado,kiowa,-1.051696263,-0.825613805,-0.258893756,-0.680439077,-0.350656588,0.3,0.8,1485
8063,colorado,kit carson,-1.172016531,-0.665208356,-0.218676157,-0.603016569,-0.541029369,2.7,3.8,8203
8065,colorado,lake,-0.198006672,-0.819403511,0.005068045,-0.502117657,-0.276949078,0.4,19.7,7819
8067,colorado,la plata,-0.496044548,-0.515214242,-0.296307212,-0.530778705,-0.059817513,0.4,30.7,45979
8069,colorado,larimer,0.006799624,-0.71304114,0.196436421,-0.385175549,-0.218611891,0.8,117.7,265659
8071,colorado,las animas,-0.964865863,-0.789256167,-0.286124806,-0.622616331,-0.245590486,1.4,3.2,15443
8073,colorado,lincoln,-0.242735688,-0.650735051,-0.114373522,-0.451409395,-0.174298138,5.3,2.1,5857
8075,colorado,logan,-1.002194727,-0.688543518,-0.251004508,-0.561665221,-0.423629242,4,12.3,21229
8077,colorado,mesa,-0.740242234,-0.766376388,-0.231112573,-0.619089661,-0.39934513,0.6,44.2,122131
8079,colorado,mineral,-1.036237591,-0.781762895,-0.37612307,-0.67738575,-0.372448318,0.3,0.8,857
8081,colorado,moffat,-0.333631457,-0.78309523,0.043271885,-0.507057808,-0.250106826,0.3,2.8,13304
